Data;Predicted
2020-12-04 00:00:00;391
2020-12-05 00:00:00;196
2020-12-06 00:00:00;264
2020-12-07 00:00:00;258
2020-12-08 00:00:00;184
2020-12-09 00:00:00;129
2020-12-10 00:00:00;138
2020-12-11 00:00:00;231
2020-12-12 00:00:00;-45
2020-12-13 00:00:00;-39
2020-12-14 00:00:00;10
2020-12-15 00:00:00;137
2020-12-16 00:00:00;181
2020-12-17 00:00:00;175
2020-12-18 00:00:00;414
2020-12-19 00:00:00;15
2020-12-20 00:00:00;52
2020-12-21 00:00:00;-7
2020-12-22 00:00:00;213
2020-12-23 00:00:00;266
2020-12-24 00:00:00;271
2020-12-25 00:00:00;310
2020-12-26 00:00:00;297
2020-12-27 00:00:00;181
2020-12-28 00:00:00;237
2020-12-29 00:00:00;281
2020-12-30 00:00:00;233
2020-12-31 00:00:00;375
2021-01-01 00:00:00;351
2021-01-02 00:00:00;303
2021-01-03 00:00:00;312
2021-01-04 00:00:00;287
2021-01-05 00:00:00;511
2021-01-06 00:00:00;88
2021-01-07 00:00:00;-108
2021-01-08 00:00:00;559
2021-01-09 00:00:00;309
2021-01-10 00:00:00;300
2021-01-11 00:00:00;432
2021-01-12 00:00:00;386
2021-01-13 00:00:00;236
2021-01-14 00:00:00;-209
2021-01-15 00:00:00;459
2021-01-16 00:00:00;82
2021-01-17 00:00:00;44
2021-01-18 00:00:00;183
2021-01-19 00:00:00;766
2021-01-20 00:00:00;713
2021-01-21 00:00:00;739
2021-01-22 00:00:00;780
2021-01-23 00:00:00;536
2021-01-24 00:00:00;445
2021-01-25 00:00:00;593
2021-01-26 00:00:00;595
2021-01-27 00:00:00;557
2021-01-28 00:00:00;604
2021-01-29 00:00:00;886
2021-01-30 00:00:00;567
2021-01-31 00:00:00;468
2021-02-01 00:00:00;760
2021-02-02 00:00:00;1311
2021-02-03 00:00:00;1317
2021-02-04 00:00:00;1330
2021-02-05 00:00:00;1459
2021-02-06 00:00:00;1400
2021-02-07 00:00:00;1406
2021-02-08 00:00:00;1525
2021-02-09 00:00:00;1538
2021-02-10 00:00:00;1527
2021-02-11 00:00:00;1536
2021-02-12 00:00:00;1473
2021-02-13 00:00:00;1342
2021-02-14 00:00:00;1446
2021-02-15 00:00:00;1506
2021-02-16 00:00:00;577
2021-02-17 00:00:00;636
2021-02-18 00:00:00;459
2021-02-19 00:00:00;616
2021-02-20 00:00:00;653
2021-02-21 00:00:00;612
2021-02-22 00:00:00;472
2021-02-23 00:00:00;663
2021-02-24 00:00:00;649
2021-02-25 00:00:00;339
2021-02-26 00:00:00;653
2021-02-27 00:00:00;690
2021-02-28 00:00:00;892
2021-03-01 00:00:00;471
2021-03-02 00:00:00;281
2021-03-03 00:00:00;177
2021-03-04 00:00:00;141
2021-03-05 00:00:00;79
2021-03-06 00:00:00;171
2021-03-07 00:00:00;71
2021-03-08 00:00:00;113
2021-03-09 00:00:00;111
2021-03-10 00:00:00;180
2021-03-11 00:00:00;83
2021-03-12 00:00:00;23
2021-03-13 00:00:00;15
2021-03-14 00:00:00;70
2021-03-15 00:00:00;51
2021-03-16 00:00:00;75
2021-03-17 00:00:00;74
2021-03-18 00:00:00;77
2021-03-19 00:00:00;66
2021-03-20 00:00:00;59
2021-03-21 00:00:00;55
2021-03-22 00:00:00;46
2021-03-23 00:00:00;69
2021-03-24 00:00:00;75
2021-03-25 00:00:00;74
2021-03-26 00:00:00;69
2021-03-27 00:00:00;36
2021-03-28 00:00:00;49
2021-03-29 00:00:00;7
2021-03-30 00:00:00;51
2021-03-31 00:00:00;52
2021-04-01 00:00:00;47
2021-04-02 00:00:00;46
2021-04-03 00:00:00;45
2021-04-04 00:00:00;48
2021-04-05 00:00:00;49
2021-04-06 00:00:00;51
2021-04-07 00:00:00;51
2021-04-08 00:00:00;46
2021-04-09 00:00:00;49
2021-04-10 00:00:00;43
2021-04-11 00:00:00;50
2021-04-12 00:00:00;51
